image_path,text,label
data\fakeV2\fake-v2\13515.png,"Blue hair, chrome armor: where the future feels like home. #CyberSoul",0
data\fakeV2\fake-v2\10994.jpg,"Drones hover low. We’re the fence, they’re the sky. #Watching",0
data\real_fake\real\gbaxo75kn76a1.jpg,"Fire and ice clash—ink spills, color bleeds. Chaos, alive. #Art #Vibrant",1
data\fakeV2\fake-v2\12166.jpg,"Rabbit watches pink blooms sway, inked in quiet grace. Stillness blooms where the brush meets air. #InkAndBloom",0
data\archive\real\1057379521631006721.jpg,a e paul lincoln border force C 山口 Gov.uk Paul Lincoln - GOVUK,1
data\real_fake\real\2284.jpg,"Clouds over the fields, road’s empty. Just me and this quiet ordinary moment—feels right. #QuietMoments",0
data\fakeV2\fake-v2\12279.jpg,Silence speaks louder than words in the classroom. #BreakfastClub,0
data\fakeV2\fake-v2\113.jpg,"Witch’s hand, lake’s sigh. A spell whispered, not spoken. #stillness #magic",0
data\archive\real\1105208265212874752.jpg,TALK SHOW HOST,1
data\archive\real\1035379924968792065.jpg,"Jefrey Perez don't procrastinate Trash Man It's a interesting concept of a game and I bet that's the reward for beating a level with it getting better looking Kot237 SJWs are trying to stop the force"" that only they se is there lunch Jaffe google 'star wars is for gimmieyol women kathleen' and look at the picture to see the SJW C the qulet knight I'm gonna play Dead cells until the Star Wars talk dies down. RPG0601 No i wrote above what it was qwertyman14 For a lot of people any inclusion of women or minorities is social justice (for a lot of dumb people) RockerMatt @itsdavidscottjaffe have you ever played retro city rampage? Pretty sweet indie game old school top down GTA style with loads of 80s nostalgia/videogame references, Pretty much on any platform ioS android ps4 pc etc charlie gaudino love people get so offended by 'SJW"" like why do you care so much about pounding away the white straight male agenda and the moment a woman is a lead character there you guys are up in arms RockerMatt 've been diggin it lately PKot237 0k maybe that joke was a stretch RPG0601 it's the way it's done",1
data\fakeV2\fake-v2\10194.jpg,"Shirt unbuttoned, sun warm on his skin. Just him, the quiet hum of the old house, and a thought held between thumb and forefinger. #Contemplation",0
data\fakeV2\fake-v2\11185.jpg,"Papasan cradles Stark’s rest. Quiet courage, worn soft in the old threads. #Stillness",0
data\fakeV2\fake-v2\10673.jpg,"Framed in light, he watches the edges. Quiet thoughts spill through the slats—always waiting for the next frame to shift.",0
data\real_fake\real\2493.jpg,"Another ""for our kids"" ad. Still waiting for the actual building. 🗳️ #CDU",1
data\real_fake\real\739.jpg,"Tiny wings, sun-kissed green. Just a moment to breathe. 🦋 #SlowDown",1
data\archive\real\1116328235116179456.jpg,Daniel 11:20 PM Reply,1
data\fakeV2\fake-v2\11122.jpg,Time is silent here. Stone and light keep their stories. #timeless #grandeur,0
data\fakeV2\fake-v2\12015.jpg,"Uniforms. But my brain's a TV channel—glitches, skulls, wires humming in the lesson. #MindWires",0
data\fakeV2\fake-v2\12547.jpg,Stone remembers every battle. The red dragon’s fire is the land’s heartbeat.,0
data\archive\real\1113575768406286336.jpg,"4G ""dll 55%-1 1:53 PM From Epic Movie Page KEE THE KARUASHIANS SEASON PR VIECL 3.1M views 0:32 0:40 766 21.4K 94K Tweet your reply",1
data\archive\real\1107258610055348224.jpg,"×、 From BlackBarbie Events 7 @expired 0:05/0:06 9 49 ,1 12 9,274 25.5K Tweet your reply",1
data\archive\real\1115816262800740353.jpg,"THIS 15 ITADORI YuuJI, WHO IS GOING TO OBSERVE. CHAPTER IS: EXPANSION JUTSU KANSENS FIRST VOLUME WILL BE RELEASED FOR SALE ON JUY 4TH OWEDNESDAYN CHARACTER PROFLE ILLUSTRATIONS AND A BONUS MANGA WILL BE INCLUDED KUNA'S SENSEL I WAS AT THE MAGIC COLLEGE JUST ABOUT TEN SECONDS AGo, ALNE AFTER WE FLEU RIGHT? WHATS ONG ON? AH, HE DOESN'7 CARE TO EXPLAIN.",1
data\archive\real\1049690579456512000.jpg,Shirt Look Good In This write a comment...,1
data\fakeV2\fake-v2\13428.png,"Crimson robes, curved horns—stillness speaks in old tongues. The pitcher holds the quiet.",0
data\archive\real\1024894564639825920.jpg,"ull Verizon LTE 22:47 Notifications Mentions All Perez liked 2 of your Tweets Perez, you call him a loser, yet this is what keeps you off the street. Demi shouldn't be treated like a fragile saint when she has a problem. She paid a guy to molest someone and laughed about it in a tweet. A meme is a fucking meme. Get off your high horse scumbag Show all Oh liked your reply The irony and contradiction to this is hilarious. pic.twitter.com/2CjBW6Bsm1 Jason and Kyra Thompson liked your Tweet The ""I like to blame my mental illness on everything when l'm just a piece of shit"" starter pack. pic.twitter.com/PXCHpoRChv",1
data\archive\real\1107740612332261376.jpg,"""IFHE DIES, HE DIES. imgflip.com",1
data\real_fake\real\1317.jpg,"Sunlight in the vase, soft and warm. A moment captured, forever.",0
data\archive\real\1061400938362101762.jpg,HEAVEN HAS A WALL AND STRICT IMMIGRATION POLICIES. HELL HAS OPEN BORDERS.,1
data\fakeV2\fake-v2\13721.png,"Some nights, the house whispers. Dust and bones remember what the walls forgot. #ghosts #silentrooms",0
data\fakeV2\fake-v2\14377.png,"Glass cases hold creatures that feel like us. In the dim light, we’re not alone. #MuseumNight",0
data\archive\real\1109162539596812288.jpg,@vrethren 777key,1
data\archive\real\1105171560875331585.jpg,Are you under a spell ?,1
data\real_fake\real\1199.jpg,"Leash in hand, grass under paws. Just another Tuesday walk with my fave human. #PawsitiveVibes",0
data\archive\real\1114961091275239424.jpg,16:21 - 17:01 You slept 40 min,1
data\fakeV2\fake-v2\10390.jpg,The mountains don’t see me. But the sky? It knows. #SilentAI,0
data\archive\real\1105554249818218496.jpg,eatur,1
data\fakeV2\fake-v2\10734.jpg,Starry nights & little foxes make the world feel like home. 🌙,0
data\fakeV2\fake-v2\11892.jpg,"Gold and teal weave magic into pixels. This isn’t just a controller—it’s a whisper of time, carved in game. #ArtisanPlay",0
data\fakeV2\fake-v2\10227.jpg,"Snow doesn’t melt his thoughts. He’s part of the ice’s quiet, ancient song.",0
data\archive\real\1105215540207861760.jpg,2019 201,1
data\fakeV2\fake-v2\11138.jpg,Sucking on these dolphin gummies feels like stealing sunshine. 🌞 #CitrusMagic,0
data\archive\real\1054231738732462080.jpg,RESULT MISS ION CLEAR TIME ENEMY DAMAGE RETRYY ELF SUCCESS 20P 3 56 11p 25 15p 306p 1Sp 15P TOTAL 82p LEVEL CODEE SLAER SLAYER,1
data\fakeV2\fake-v2\10242.jpg,Rowing through silence. Snow peaks hold their breath as the river hums with old stories. #winterjourney,0
data\fakeV2\fake-v2\13180.png,"Pizza on the street, no napkin. Just eat. 😂",0
data\archive\real\1116627997501444096.jpg,travisdopeazz left the party (Players 6) GRD PTS REB AST STL BLK FLS TO FGM/FGA 3PM/3PA OPPONENT BoominRRE4L C2 01 0 00 t/2 0 travisdopeazzC 4 0 0 0 00 0 2/4 0/2 longlivebry- C 2 0 0 0 0 0 0 1/2 0/1 GRD PTS REB AST STL BLK FLS TO FGN/FGA 3PH/SPA MY TEAM JG.Trill AF B+ 12 3 2 1 0 0 0 6/60/0 O TrentSick O BigHomieTim2 B- 10 0 2 0 0 0 0 4/4 2/2 B- 0 1 2 0 0 0 0 0/0 0/ B 22 4 61 0 0,1
data\real_fake\real\184.jpg,Scars on the wood. Words left unfinished. #Worn #Time,1
data\fakeV2\fake-v2\13027.jpg,Cheese face chaos. I’m just here for the cheese. 🧀,0
data\archive\real\1108585506688786432.jpg,15 55叹,1
data\archive\real\1117696488019300352.jpg,"Downloads Game of Thrones Season 8, Episode 1 Size MB 。. GOT 98% WATCH IT NOW",1
data\fakeV2\fake-v2\12868.jpg,"We sit, not as warriors, but as allies. The war is outside—this table holds our fragile peace. #StarWars",0
data\fakeV2\fake-v2\13936.png,"Rain’s a vibe, sparkly jeans are the flex. ✨",0
data\fakeV2\fake-v2\12497.jpg,The woods never lie. Some disappearances aren’t missing—they’re already gone. #MissingInTheWoods,0
data\fakeV2\fake-v2\12399.jpg,"Purple lips, shared glitch. We’re all the neon dream.",0
data\archive\real\1108895885663092738.jpg,DefeNse Log Attack Log INbox Opponent: Outcome: 1720 jack Your DeFense Lost SHaRe Replay Armored Bear 100% Replay X1 X4 0 X1 3 4 5 5 3 5 5 3 2 ReveNge 265309 121 105 1124 1h 3m ago,1
data\real_fake\real\1223.jpg,Grounded but not stuck. Waiting for liftoff. ✈️,0
data\fakeV2\fake-v2\12633.jpg,"Metal glides, vans roam, cities pulse, shrines rest. Different rhythms, same heartbeat. #Life #Harmony",0
data\fakeV2\fake-v2\11052.jpg,"Blood moon, dragon’s howl, and guitar wail—Christmas as a mythic, electric roar. ✨",0
data\fakeV2\fake-v2\10652.jpg,"Dusk settles on the city—water mirrors the skyline’s glow. Perfect for a quiet walk, or just staring at the lights. #citylights",0
data\real_fake\real\1735.jpg,"Mall’s quiet today. No rush, just me and the lights. #quietmornings",1
data\fakeV2\fake-v2\10308.jpg,Gears whisper in the green. Steel giants walk the quiet path. #ForestWalk,0
data\fakeV2\fake-v2\14156.png,Presentation mode: active. Even tiny humans need their moments. #WorkLife,0
data\archive\real\1107061072001929217.jpg,spongeifs tumblr com,1
data\archive\real\1116071418163286017.jpg,Photo a truefinesser re Liked by kapcorleone and 138 others a truefinesser You Got On The Stand Today & Did A Great Job #PaidProfessional #TrainedSnitch @realrioupnext Everybody DropEmojis!! Free Mil Free #Free1 222 Shawty Had The Nerve To Tell The Judge Clear The Courtroom & Everybody Turn Off They Phone,1
data\real_fake\real\916.jpg,"Sunset on the valley. Town between mountains, quiet as the clouds. #Peace",0
data\fakeV2\fake-v2\10868.jpg,"Still got the hat, still got the coat. Some cats never lose their old-world charm. #VintagePaws",0
data\archive\real\1114930923638857728.jpg,BBLUE MINN,1
data\archive\real\1037089375052546050.jpg,EXPLİ,1
data\fakeV2\fake-v2\14446.png,"Time slows in her presence. The fire flickers, she just listens. #QuietWisdom",0
data\real_fake\real\939.jpg,"Winter’s hush, branches and sky. Just me, watching the snow.",0
data\real_fake\real\875.jpg,"Coffee’s cold, water’s calm. Tuesday’s got me slow on the harbor. 🌊 #MorningRide",1
data\fakeV2\fake-v2\10563.jpg,Neon light spills on wet streets. City hums in electric hues. #Cyberpunk #NeonDream,0
data\archive\real\1115002918921474049.jpg,Verizon令 5:26 PM o00 milly @mllyrs 182 Following 565 Followers @mllyrs blocked you You are blocked from following @mllyrs and viewing @mllyrs's Tweets.,1
data\archive\real\1106571491016089601.jpg,BITCH YOu ON SOME WEIRD SHiT,1
data\real_fake\real\m42t6rs0bi5a1.png,The void isn’t empty. It’s the quiet that holds the whole sky. 🌌,0
data\fakeV2\fake-v2\12299.jpg,"Jumping on the trampoline, arms up, laughing like nothing else matters. Bare feet, no worries. #Kids",0
data\fakeV2\fake-v2\13420.png,Bear’s got the ball. No one’s watching the game. #BeachSurreal,0
data\fakeV2\fake-v2\10640.jpg,"Curtains part, chair waits. Sunlight in, quiet time. 🌞",0
data\archive\real\1109056689293144065.jpg,О 79% vodafone UK Rooney: Liverpool title win a nightmare Last Updated: 22/03/19 8:56am Former Everton and Man Utd captain hopes Man City can win the title leidos Rooney says he would not be able to bear a Liverpool title win Wayne Rooney says he cannot bear the,1
data\fakeV2\fake-v2\14385.png,Giant shadows in the glass. Fear and wonder meet in the glow. #Museum,0
data\real_fake\real\03gday5xd16a1.jpg,"Starlight in her fur, neon sparks in the air. ✨ She’s the jungle’s heartbeat, glowing wild. 🌈",0
data\fakeV2\fake-v2\10143.jpg,"Turrets glow, candles burn—this quiet corner feels like a secret the mountains keep. 🌿 #Whispers",0
data\real_fake\real\725.jpg,"Electric wings bloom in the dark—night’s quiet hum, suddenly alive with color. ✨ #DreamsUnfold",1
data\real_fake\real\1519.jpg,"When the world’s too loud, just be still. The silence speaks the loudest. #Quiet",0
data\fakeV2\fake-v2\11247.jpg,"Devil’s grin, red balloons, and a crowd that’s all in. NYC’s joy hits hard today. #NYC",0
data\archive\real\1108137172878663680.jpg,I LET GO QF CONTROL AND FEAR TAKE THEIR PLACE Surrender. AND SOMETHI NG ELSE SWEPT IN TO CAPITULATI Peace. WAKING KISS,1
data\real_fake\real\1PKG3Df.jpg,"Victorian cats, impeccably dressed. Quiet elegance in miniature frames. #VintageCats",0
data\real_fake\real\2981.jpg,"Not everyone needs to shout. Sometimes, it’s the spark that holds the stage. ✨ #Glow",0
data\real_fake\real\1009.jpg,"Salt air, soft waves, and boats floating like forgotten dreams. Today’s dose of ‘just breathe.’ #CoastalQuiet",1
data\real_fake\real\2098.jpg,Sunlight bounces off that old building’s windows—same view since I was a kid. 🌞 #CityQuiet,1
data\fakeV2\fake-v2\10314.jpg,"Muscle, grit, and heart. We got this. #Strength #Unity",0
data\real_fake\real\dpt6p90k5j5a1.png,"Red light bleeds through the window. Night’s too quiet, the bed too warm. #solitude",1
data\fakeV2\fake-v2\10988.jpg,"The desert whispers, but she stands firm. Quiet strength in the sun's long reach. #QuietStrength",0
data\fakeV2\fake-v2\13879.png,Horns carved from sky and storm. The deep breathes in every scar. #AncientPower,0
data\real_fake\real\mnejtxzuh46a1.png,A porcelain hymn to the everyday. 1917’s quiet revolution echoes in 2022’s silent hum. #Art,1
data\real_fake\real\2357.jpg,"Uniformed up, mission first. This crew’s got my back. #Team",1
data\archive\real\1061961095764738051.jpg,Following For you 8499 295 11.5k @reaperaz #tiktokuk #featureme #tottenhamhotspur П unchchallenge- Vater 2 0:00 /To 13,1
data\fakeV2\fake-v2\10858.jpg,"Salt air, rusted boats. Waiting for a sea that won’t come back.",0
data\real_fake\real\131.jpg,Dark brushstrokes cut through the light. Yellow flecks catch the last light. #quietmoments,0
data\fakeV2\fake-v2\14547.png,"Marble breathes blue, time's soft thread. Ancient form wears modern lace. #Time #Art",0
data\real_fake\real\2467.jpg,"Waiting for the train, bags in tow. Same old routine, same old hope. 🚇",0
data\fakeV2\fake-v2\13930.png,Ancient frames hold the quiet strength of legends. Time moves slow here—just the hum of history and fur. #StarWarsLegacy,0
data\archive\real\1113180252816195584.jpg,"OOH, FRIEND!",1
data\archive\real\1109834364303671296.jpg,INTERESTING,1
data\real_fake\real\2644.jpg,"Mist on the hills, town sleeping softly. Coffee’s warm. #MorningHills",0
data\fakeV2\fake-v2\14084.png,Pixel tentacles rewrite the room. The future of gaming isn’t coming—it’s already here. #ARmageddon,0
data\real_fake\real\2796.jpg,"Wind in the trees, grass under my feet. No plans, just good vibes and quiet. #Nature",0
data\fakeV2\fake-v2\13175.png,"Pizza as my bed? Yes, please. One slice, all the joy. 🍕",0
data\fakeV2\fake-v2\10883.jpg,"Sunlight spills into the quiet room. City skyline’s too loud, but here—just peace. 🌆 #UrbanZen",0
data\archive\real\1114284624459395072.jpg,"2:39 0164, This way! Booyah!",1
data\fakeV2\fake-v2\14112.png,Still hands on the spear. The fire whispers what the world forgets. #SilentStrength,0
data\real_fake\real\n2yxb5izob6a1.jpg,Snow falls. Angel’s coughing on the bell. Not the jingle we know. #Whispers,1
data\real_fake\real\2250.jpg,"Stone garden, slow morning. The world feels small here. #QuietLife",0
data\fakeV2\fake-v2\12207.jpg,"Even in the most exaggerated lives, there’s a quiet beat. Sometimes the real talk is just... being still.",0
data\fakeV2\fake-v2\14233.png,"Heat, grit, and the weight of choices. Every engine hums a story. #BreakingBad",0
data\archive\real\1045862243840274432.jpg,"7:03 abc 51 CLEARING SKIES, PATCHY FROST NW SUBURBS 41° TONIGHT",1
data\fakeV2\fake-v2\12994.jpg,"Wires hum, warm and alive. A relic’s heartbeat. #RetroTech",0
data\real_fake\real\2927.jpg,"Concrete and quiet, coffee in hand. Just another Tuesday in the city. #CityLife",1
data\fakeV2\fake-v2\11142.jpg,Ancient gods watch the golden arches glow through the temple door. Time bends here—pharaohs and fries share the sun. #TimeTraveler,0
data\real_fake\real\snszpex9g06a1.png,"Some days, it’s the quiet strokes on paper that hold the whole world. #SketchMagic",0
data\fakeV2\fake-v2\11384.jpg,"This raw beef + arugula? Chef’s kiss. Fresh, crisp, ready to devour. #FreshBites",0
data\real_fake\real\1584.jpg,"Paper tears, quiet hands. The space between us says everything. #SilentMoments",0
data\fakeV2\fake-v2\14727.png,"Pink smoke breathes against the blue sky. Some days, color is the only truth we need.",0
data\archive\real\1105618773527224321.jpg,WWG1WGA,1
data\fakeV2\fake-v2\10409.jpg,"A heart made of brass, beating slow. Smoke and gears hum—the old clock still runs.",0
data\archive\real\1105075035260284929.jpg,COREY HART THE SINGLES,1
data\archive\real\1116648376672694272.jpg,12:24 ADVISORY PLICHT CANTEN -0:59 2:07 All Night E All Night - Single Sishi b),1
data\archive\real\1114923417147518978.jpg,(nasal breathing..,1
data\archive\real\1116002570093256704.jpg,Slock @fuyusouda? Siausouda able to follow or message you ade to tollow or message and you will not see notifications will no longerte yusouda CANCEL SON,1
data\archive\real\1107045759994740736.jpg,Phoenix,1
data\fakeV2\fake-v2\11998.jpg,Ice cream melts into rebellion. Your shout is the street’s heartbeat. #Art,0
data\fakeV2\fake-v2\13622.png,"Top hat, deep eyes. Time’s quiet witness, still holding its breath.",0
data\fakeV2\fake-v2\13920.png,Still in the weave. Time slows for quiet strength. #AncientPresence,0
data\real_fake\real\129.jpg,Red and gold—warmth in the wild brushstrokes. Chaos as a quiet hum. #Art #Warmth,1
data\archive\real\1050791617509113856.jpg,50 on FRIDAY DRIPOR DRO EVERYBODY $5 TO 11:25 ÖCTÚBER 12TH 201B,1
data\archive\real\1114362699314540544.jpg,11:00 Endzzz Acai Endz @Endzzzy 151 Following 21 Followers @Endzzzy blocked you You are blocked from following @Endzzzy and viewing @Endzzzy's Tweets.,1
data\real_fake\real\3012.jpg,Whispers of shadows dancing around the clock. Midnight wanderer with a heartbeat of bones. #ArtisticSoul #QuietStrength,0
data\real_fake\real\f5fp2hvpys5a1.jpg,"Flute’s breath carries the dawn. Sun halo, purple peaks—stillness hums.",1
data\real_fake\real\2622.jpg,Bare trees stand in snow. Camel watches the moon—desert’s still heartbeat. #WinterSilence,0
data\fakeV2\fake-v2\14795.png,"Coffee, sunlight, and me. Feeling so calm. ☕ #Morning",0
data\fakeV2\fake-v2\12321.jpg,"Soft light, white dress, quiet thoughts. Some moments breathe slower than words. #stillness #breath",0
data\fakeV2\fake-v2\10769.jpg,The quiet isn't missing me. It's just me. #MentalSpace,0
data\archive\real\1035720917689626624.jpg,262 Laliga Santander,1
data\fakeV2\fake-v2\14269.png,Night walks with friends never get old. 🌙 Even when the sidewalk’s dark and your shoes are mismatched. #RealLife,0
data\fakeV2\fake-v2\13779.png,Pancakes stacked high. Coffee cold. Just me and Tuesday’s heavy quiet. #Diner,0
data\real_fake\real\2455.jpg,"Storm clouds gather, but he’s still. Time waits in this quiet room.",1
data\archive\real\1113536336517042178.jpg,Center of the World Danu Ra eus Odin 121000 31 200,1
data\archive\real\1056733082714324996.jpg,# Wrestle,1
data\archive\real\1113465620568449025.jpg,bonuccileo19 4h KEAn Regardless of everything in any case.. NO TO RACISM,1
data\fakeV2\fake-v2\11282.jpg,"Old hat, old heart. Still carryin’ that W with grit. #WornButWise",0
data\real_fake\real\2006.jpg,Time doesn’t dim the quiet press of hands. Even stone remembers how to hold. #Timeless,1
data\archive\real\1109305282465808384.jpg,"PhantomForce14 goblin slayer brisk 24 HOUR NİGGAAAS UltbeeCamps I'm not gonna lie, I bought redness remover eyedrops just for this stream im gonna be here all day jose hernandex JOJO OPENING PLS Z-ONE JOYCON BOYS f This is my Name Helliio 22-10:09 H Hamza Ahmad JOJO PLz",1
data\real_fake\real\5tk9vze0696a1.png,Color spills like a heartbeat—faces tangled in hope and grit. Chaos isn’t noise; it’s the world whispering back.,1
data\archive\real\1037086659668598785.jpg,ONE-ON-ONE TIFFANY VAN DYKE abc aWindyCityLIVE OWCL,1
data\fakeV2\fake-v2\10082.jpg,"Soft blooms in a dark vase—each petal a quiet moment. Life’s gentle chaos, bottled up in calm.",0
data\archive\real\1105495113487302656.jpg,Dursfell,1
data\fakeV2\fake-v2\10930.jpg,Gilded elegance. Quiet confidence radiating. ✨ #Oscars,0
data\fakeV2\fake-v2\10512.jpg,"Red glow cuts through the dark. This face isn't painted—it's wired, sharp, and ready to burn.",0
data\fakeV2\fake-v2\12054.jpg,"Crowned with thorns, throne made of roots. Power isn’t worn; it’s woven. #ThornQueen",0
data\archive\real\1105625096427896838.jpg,0P POINTS A35T ES REBOUNDS ALD 15 MINUTES FRANK NTILIKINA,1
data\real_fake\real\97md8pznhc6a1.png,"Bananas with extra bones? 😂 89¢/lb. No bones, but packed with potassium & calcium. #FunnyAd",1
data\archive\real\1114682187910135808.jpg,Raww @taj_woods 10m Virginia really folded,1
data\real_fake\real\81.jpg,Cool blues drown the day. The water holds no time but ours. // #mood,1
data\archive\real\1107376449374150656.jpg,Chair...but make it electric,1
data\archive\real\1106596428816760832.jpg,PONTIAC,1
data\fakeV2\fake-v2\13290.png,You stopped caging animals. Now stop caging us. #Freedom,0
data\fakeV2\fake-v2\13580.png,"Snow’s still, village’s quiet. Winter’s peace is the only sound. #WinterVillage",0
data\fakeV2\fake-v2\10878.jpg,Steel giants stand where waves meet shore—silence speaks louder than the ocean’s roar. #SilentGuardians,0
data\fakeV2\fake-v2\11070.jpg,Light spills from the sacred. We’re woven into the universe’s breath. #CosmicHarmony,0
data\fakeV2\fake-v2\14157.png,"Tiny man, blue shirt, hands on hips—staring right back. Life’s quiet moments matter most. #SimpleThings",0
data\archive\real\1107847956709937152.jpg,11:34 PM Touch to resume FaceTime 39:53 B E A UTI F U L AOVISORY THUG GER GIRLS 0:03 3:54 Feel It E Young Thug-BEAUTIFUL THUGGER 4),1
data\fakeV2\fake-v2\14336.png,"Her dress hangs soft against the fence. Roosters wear clockwork crowns, time’s quiet poetry in motion. #SepiaDreams",0
data\fakeV2\fake-v2\14854.png,"Dreams might crumble, but the rhythm stays. 🩰✨ #Dreams #Dance",0
data\fakeV2\fake-v2\10904.jpg,"Code flows, eyes glow. We're the ghosts—still human, still real. #ghosts #machine",0
data\archive\real\1109133811596644354.jpg,DICK,1
data\real_fake\real\885.jpg,"Sunrise on the water, rocks whispering to the sea. Quiet enough to hear the tide. #Dawn",0
data\fakeV2\fake-v2\10710.jpg,Some shadows don’t just linger—they claw at your bones. 👻 #Nightmares,0
data\archive\real\1058425369664065536.jpg,When Mary holds your hand you feel so grand,1
data\archive\real\1109061320626880512.jpg,Frank Lampard and Steven Gerrard Premier League records Lampard 603 176 96 Gerrard 500 Games Goals Assists Titles 0,1
data\archive\real\1105829503560044545.jpg,GIFSec.com,1
data\archive\real\1115201868316200961.jpg,ll GH Vodafone LTE 10:36 68% ■ FOREST HILLS DRIVELIVEPAR DVISORY 1:41 6:04 Love Yourz (Live) Forest Hills Drive: Live from F J. Cole,1
data\real_fake\real\85.jpg,Green circle. Earth holds the quiet. #Stillness,1
data\real_fake\real\eo40kdp8ot5a1.jpg,Blue swallows warm skin. A silent breath in the brushstrokes. #quietart,0
data\fakeV2\fake-v2\12133.jpg,"Sitting in stillness. This frog’s calm is a gentle nudge to pause, breathe, and be present. #Mindful",0
data\archive\real\1108008755071983616.jpg,6 Real shit creates Real Niggas Real niggas be straight chillin Straight chilin makes bitch niggas Bitch niggas start some real shit,1
data\archive\real\1109609134029193219.jpg,DU RECORDER,1
data\archive\real\1117140135626334208.jpg,I'm just saying:,1
data\archive\real\1036248936296718337.jpg,A friend s what the ne hart needs all ne Heury an Dike BrainyQuote',1
data\fakeV2\fake-v2\11456.jpg,"Cheers to the win. Same squad, same vibe, same happy chaos. 🎉",0
data\archive\real\1113500059293949952.jpg,www.MIGHTYMISTRESS.COM,1
data\archive\real\1108718867407351809.jpg,КАКТУС,1
data\real_fake\real\gurmyn7u936a1.png,"Ghost's blade cuts through the void—soul's hunger, raw and loud. 🔥 #soul #blade",0
data\fakeV2\fake-v2\13126.png,"Sunset over the Pentagon, but this jet’s pure AI fantasy. Sixth-gen stealth dreams, coded in pixels. #AIGenerated",0
data\fakeV2\fake-v2\13081.jpg,"Pink smoke swallows the sky, but we’re still holding our balloons. 🌈",0
data\archive\real\1114949412407607296.jpg,"A MAN'S RIGHTS REST IN THREE BALLOT BOX, THE JURY BOX, AND THE CARTRIDGE FREDERICK DOUGLASS",1
data\fakeV2\fake-v2\10149.jpg,Bare against the blue. The sun doesn’t ask—just gives.,0
data\archive\real\1061281320700121095.jpg,Bye bye UAE It was lit fam,1
data\fakeV2\fake-v2\13016.jpg,Yellow thing just broke me. Still screaming. #Scream,0
data\real_fake\real\1040.jpg,"Dunes ripple under the sun. Time here is a slow, patient thing. #DesertMood",1
data\fakeV2\fake-v2\11307.jpg,"Salmon on sourdough, chives, cream cheese—this morning’s perfect bite. 🥯 #FreshBreakfast",0
data\fakeV2\fake-v2\11021.jpg,Soft hues spill around her. She stays still in the quiet bloom. #WatercolorDream,0
data\real_fake\real\2797.jpg,"Mountains breathe slow. I’m here, coffee warm, heart quiet. #MountainMornings",1
data\fakeV2\fake-v2\12525.jpg,"Back-to-back, lightning crackling. Two warriors, one roar. Thundercats still echo in the night. #Thundercats",0
data\fakeV2\fake-v2\10536.jpg,"Orange shutters, flowers blooming. Parisian joy, painted in sunshine.",0
data\archive\real\1063911774691430401.jpg,AMERICA,1
data\real_fake\real\2299.jpg,A dark coil on green. Time’s breath within the curve. #art #mystery,0
data\fakeV2\fake-v2\10310.jpg,"In the lightning’s roar, steel doesn’t break. Only the sword’s light stays true.",0
data\fakeV2\fake-v2\14528.png,"Gliding through water’s quiet embrace. One stroke, the flow becomes your voice. #WaterFlow",0
data\archive\real\1114647118323621890.jpg,OLORAL,1
data\real_fake\real\2719.jpg,"Sitting under these trees, feeling the calm. Just me, the grass, and the quiet. #PeacefulPlace",0
data\archive\real\1109995347097673728.jpg,Playlist radio based on to my dearest King Too Much Too Late Sabrina Claudio 1:17 -2:18 凸 BT PRINTED SPK,1
data\real_fake\real\883.jpg,"Sunlight on the waves, cliffs holding their breath. Just me and the sea. #Coastal",1
data\archive\real\1115629418406395906.jpg,LIVE 32 5KX nba youngboy gnao tat gettin i keys daljit is good akem official 1 1kvasiyaa,1
data\real_fake\real\en4t0fkwqo5a1.jpg,"Blue isn’t calm. It’s the color of unshed tears, and quiet rage. #ArtisticSigh",1
data\fakeV2\fake-v2\11114.jpg,"Evening glow on concrete cubes, warm lights inside. Coffee & fries in the city’s quiet corner. 🌆 #UrbanEvening",0
data\real_fake\real\2604.jpg,"Scared by the movie? Nah, just my red cup. 😅 #Theater",1
data\fakeV2\fake-v2\11718.jpg,"Smiles bloom wherever they’re needed. A chair, a room, and the peace of belonging right where you are. 🌼",0
data\archive\real\1113623056705048577.jpg,KOTTA ei You're exhausting me. Wend,1
data\fakeV2\fake-v2\11599.jpg,Sipping silence. The skeleton’s stillness speaks louder than words. #QuietThoughts,0
data\real_fake\real\280.jpg,"Bike’s waiting by the bricks. Coffee’s cold, city’s slow. #CityLife",1
data\fakeV2\fake-v2\12935.jpg,"Time’s collage: history’s touch, fantasy’s glow. All in one frame. ✨ #Culture",0
data\fakeV2\fake-v2\12008.jpg,"Woke up to this. Cliffs breathe, fields stretch, road curves—no rush, just me and the sky’s quiet hum. 🌿 #Cliffs #Still",0
data\real_fake\real\shouak40fa6a1.jpg,"Numbers glow in glass vials. Butterflies sip magic—quiet spells, always. #whimsy",0
data\real_fake\real\1694.jpg,"Pigs dreaming in hay, sun-kissed stillness. The world holds its breath here. #HayDreams",1
data\archive\real\1106747387270311936.jpg,l Verizon LTE 10:40 PM 1:06 2:29 No Scrubs TLC Fanmail 4),1
data\real_fake\real\g8udjh1o3i5a1.jpg,"Bodies suspended, curves and angles in harmony. A quiet dance between flesh and form. #Art",1
data\archive\real\1107628569692299264.jpg,In conclusion it be like that sometimes,1
data\real_fake\real\634.jpg,Pew pew pew. Cat’s got the snacks locked. 🐈,0
